entreprise,categorie,sous_categorie,ville,canton,adresse,postcode,telephone,email,site_web,latitude,longitude,source,osm_id,score_colixo,besoin_detecte,angle_commercial,message_prospection
"Caves Les Ruinettes, Serge Roh SA",vin,domaine_viticole,,Valais,Rue des Vignerons 88,,+41 27 346 25 88,,https://sergeroh.ch/fr/la-cave,46.2272645,7.2825235,OpenStreetMap / Overpass,node/9404210784,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Caves Les Ruinettes, Serge Roh SA, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaines de Luze,vin,domaine_viticole,,Vaud,,,,,,46.5171835,6.4738981,OpenStreetMap / Overpass,node/4422089796,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaines de Luze, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave Guillod SA,vin,domaine_viticole,Praz (Vully),Vaud,Amont-le-Ru 1,1788,+41 79 237 70 33,,https://www.caveguillod.ch/,46.9536543,7.0968673,OpenStreetMap / Overpass,node/4461505615,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave Guillod SA, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine de la Crausaz,vin,domaine_viticole,Grandvaux,Vaud,Chemin de la Creuse 9,1091,+41 21 357 90 18,,https://www.lacrausaz.ch,46.4939971,6.7142457,OpenStreetMap / Overpass,way/92866969,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine de la Crausaz, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave de la Pinaudaz,vin,domaine_viticole,Lonay,Vaud,Chemin des Vignes 12,,,,,46.5240372,6.5135509,OpenStreetMap / Overpass,node/4422274889,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave de la Pinaudaz, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine Les Perrières,vin,domaine_viticole,Satigny,Geneve,Route de Peissy 54,1242,+41 22 753 90 00,,https://www.lesperrieres.ch/,46.2109477,6.0213301,OpenStreetMap / Overpass,node/4690794090,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine Les Perrières, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine des Trois Étoiles,vin,domaine_viticole,Satigny,Geneve,Route de Peissy 41,1242,+41 22 753 11 08,,https://trois-etoiles.ch/,46.2120507,6.0229124,OpenStreetMap / Overpass,node/4690807517,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine des Trois Étoiles, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine des Charmes,vin,domaine_viticole,Satigny,Geneve,Route de Crédery 11,1242,+41 22 753 22 16,,https://domainedescharmes.ch/,46.2135504,6.0229492,OpenStreetMap / Overpass,node/4690809457,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine des Charmes, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine des Graves,vin,domaine_viticole,,Geneve,,,,,,46.1549683,6.0079996,OpenStreetMap / Overpass,node/11835285695,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine des Graves, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine de Champlong,vin,domaine_viticole,,Geneve,,,,,,46.1515097,5.9894528,OpenStreetMap / Overpass,node/11846990396,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine de Champlong, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Caveau des Ursulines,vin,caviste,,Valais,,,+41 79 449 56 74,,https://www.gerarddorsaz.ch/,46.0903237,7.0638556,OpenStreetMap / Overpass,node/1306404429,70,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Caveau des Ursulines, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Caves du Prieuré,vin,caviste,Cormondrèche,Vaud,Grand-Rue 25,2036,+41327315363,,https://www.prieure.ch,46.9804454,6.87018,OpenStreetMap / Overpass,node/8330742349,70,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Caves du Prieuré, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave des Amandiers,vin,caviste,Saillon,Valais,Route des Moulins 9,1913,+41277462201,,https://www.cavedesamandiers.ch/,46.1768771,7.1913041,OpenStreetMap / Overpass,node/9049834150,70,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave des Amandiers, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Caveau Potterat,vin,caviste,,Vaud,,,+41 21 799 15 63,,https://www.vins-potterat.ch/,46.4885535,6.7295591,OpenStreetMap / Overpass,node/7090993594,70,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Caveau Potterat, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Au Domaine,vin,caviste,,Vaud,,,+33 3 65 67 50 59,,https://www.audomainepontarlier.fr/,46.9078751,6.3411048,OpenStreetMap / Overpass,node/12737388369,70,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Au Domaine, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
La Cave Adelin,vin,caviste,Thonon-les-Bains,Vaud,Avenue du Général de Gaulle 91,74200,+33 4 50 26 43 99,caveadelin@orange.fr,,46.3642031,6.463653,OpenStreetMap / Overpass,node/11091610178,70,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, La Cave Adelin, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine de la Ville,vin,caviste,Morges,Vaud,Chemin de la Morgette 2,1110,+41218021776,,http://domainedelaville.ch/,46.5187892,6.4865212,OpenStreetMap / Overpass,node/3017030289,70,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine de la Ville, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine de Marcelin,vin,caviste,Morges,Vaud,Avenue de Marcelin 39,1110,+41215579278,,https://www.vd.ch/domaines-viticoles,46.518177,6.4880224,OpenStreetMap / Overpass,node/3017021635,70,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine de Marcelin, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine La Colombe,vin,caviste,Féchy,Vaud,Route du Monastère 1,1173,+41 21 808 66 48,,https://www.lacolombe.ch/,46.47892,6.3733702,OpenStreetMap / Overpass,node/4424911896,70,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine La Colombe, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave Bel-Air,vin,caviste,Praz (Vully),Vaud,Route Principale 145,1788,+41 26 673 14 14,,http://www.bel-air-lac.ch,46.9524881,7.0975224,OpenStreetMap / Overpass,node/4461505614,70,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave Bel-Air, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine du Burignon,vin,caviste,Chardonne,Vaud,Chemin de Burignon 2,1803,+41 78 915 85 20,,https://www.burignon.ch/,46.4736651,6.8015303,OpenStreetMap / Overpass,node/6002048685,70,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine du Burignon, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave Fin Bec,vin,domaine_viticole,,Valais,,,,,https://www.finbec.ch/,46.2305373,7.3138154,OpenStreetMap / Overpass,node/9126307009,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave Fin Bec, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Le Petit Château,vin,domaine_viticole,Môtier (Vully),Vaud,Route du Lac 134,1787,+41 26 673 14 93,,https://www.lepetitchateau.ch/,46.9484186,7.0834586,OpenStreetMap / Overpass,node/4461505611,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Le Petit Château, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Azienda vitivinicola Edoardo Patrone,vin,domaine_viticole,,Valais,,,+39 324 6126355,,https://www.edoardopatrone.com/,46.1120798,8.2796568,OpenStreetMap / Overpass,way/943151934,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Azienda vitivinicola Edoardo Patrone, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Javet & Javet,vin,domaine_viticole,Lugnorre,Vaud,Route du Quart-Dessus 8,1789,+41 26 673 10 67,,https://www.javet.ch/,46.9496363,7.0721387,OpenStreetMap / Overpass,node/3774753557,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Javet & Javet, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Schmutz Vins SA,vin,domaine_viticole,Praz (Vully),Vaud,Ruelle des Gerles 1,1788,+41 26 673 24 60,,https://www.schmutzvin.ch/,46.953064,7.098084,OpenStreetMap / Overpass,node/4461505618,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Schmutz Vins SA, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Château de Praz,vin,domaine_viticole,Praz (Vully),Vaud,Rue du Château 1,1788,+41 26 673 18 18,,https://www.chateaudepraz.ch/,46.9526273,7.0971395,OpenStreetMap / Overpass,node/4461505619,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Château de Praz, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Les 2 Belles Rives,vin,domaine_viticole,Bellerive VD,Vaud,Champs Montet 7,1585,+41 26 677 17 19,,https://www.les2bellesrives.ch/,46.925515,7.0198047,OpenStreetMap / Overpass,node/4461625024,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Les 2 Belles Rives, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Caveau de la Pierraz,vin,domaine_viticole,,Vaud,,,,,https://vins-forestier.ch,46.476386,6.8265014,OpenStreetMap / Overpass,node/12919970233,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Caveau de la Pierraz, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Weingut Schlössli,vin,domaine_viticole,Ligerz,Neuchatel,Route de Bienne 155,2514,+41323152170,,https://weingutschloessli.ch/,47.082016,7.1296476,OpenStreetMap / Overpass,way/602239847,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Weingut Schlössli, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine la Clé de Sol,vin,domaine_viticole,Satigny,Vaud,Route du Crêt-de-Choully 18,,,,http://www.cledesol.ch/,46.22301,6.0285937,OpenStreetMap / Overpass,node/4691826610,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine la Clé de Sol, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Gianni Bernasconi,vin,domaine_viticole,Chardonne,Vaud,Route du Vignoble 28,1803,+41 79 679 55 91,,https://vins-bernasconi.ch/,46.4762953,6.81352,OpenStreetMap / Overpass,node/12919771367,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Gianni Bernasconi, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine des Allours,vin,domaine_viticole,Jongny,Vaud,Rue des Bourgeois 8,1805,,,https://les-allours.ch,46.477551,6.8413735,OpenStreetMap / Overpass,node/12919769871,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine des Allours, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
La Bacchanale,vin,domaine_viticole,Chardonne,Vaud,Route de Bellevue 14,1803,+41 79 285 71 03,,https://www.labacchanale.ch/,46.477056,6.832798,OpenStreetMap / Overpass,node/12917896535,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, La Bacchanale, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Weinstüberl & Weinverkauf,vin,caviste,Solothurn,Jura,Unterer Winkel 11,4500,,info@weinstueberl.ch,https://www.weinstueberl.ch,47.2053474,7.5367652,OpenStreetMap / Overpass,node/9775359202,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Weinstüberl & Weinverkauf, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave Feuille-Morte,vin,domaine_viticole,Flanthey,Valais,Chemin de Saint-Clément 3,3978,,,https://www.feuillemorte.ch/,46.2702893,7.4608533,OpenStreetMap / Overpass,way/692782064,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave Feuille-Morte, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine des Vignolles,vin,domaine_viticole,Satigny,Vaud,Route de Champvigny 6,1242,,,https://www.vignolles.ch/,46.223665,6.0379833,OpenStreetMap / Overpass,node/4691834512,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine des Vignolles, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Fol'terres,vin,domaine_viticole,Fully,Valais,Chemin du Rhône 135,1926,+41 27 746 13 13,,https://www.folterres.ch/,46.1252863,7.0871812,OpenStreetMap / Overpass,node/9559954500,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Fol'terres, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine des Lerins,vin,domaine_viticole,,Vaud,,,,,https://www.leslerins.ch/,46.9813405,6.8685044,OpenStreetMap / Overpass,node/12533667185,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine des Lerins, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Gaillard et Fils SA,vin,domaine_viticole,,Vaud,Chemin du Mont 11,,+41 21 946 19 65,,https://gaillard-vins.ch/,46.4919157,6.7532794,OpenStreetMap / Overpass,node/12630162517,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Gaillard et Fils SA, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Weingut Hämmerli,vin,domaine_viticole,Ins,Fribourg,Gampelengasse 35,3232,+41 32 313 41 08,,https://weingut-haemmerli.swiss/,47.0068798,7.0960732,OpenStreetMap / Overpass,node/6320423624,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Weingut Hämmerli, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Simon Maye & Fils,vin,domaine_viticole,St-Pierre-de-Clages,Vaud,Rue de Collombey 3,1955,+41 27 306 41 81,,http://www.simonmaye.ch/,46.1929216,7.2349391,OpenStreetMap / Overpass,node/10020177902,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Simon Maye & Fils, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Maurice Neyroud,vin,domaine_viticole,Chardonne,Vaud,Promenade du Château 2,1803,+41 21 921 75 81,,http://www.neyroud-vins.ch/,46.477275,6.8323562,OpenStreetMap / Overpass,node/5063958732,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Maurice Neyroud, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine de Cherres,vin,domaine_viticole,,Vaud,,,,,https://domainedecherre.ch,46.2268226,6.2253522,OpenStreetMap / Overpass,node/13543172502,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine de Cherres, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave du Village,vin,domaine_viticole,,Vaud,,,,,http://www.rossier-vins.ch,46.5017796,6.4036608,OpenStreetMap / Overpass,node/4422263290,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave du Village, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Espace Provins,vin,domaine_viticole,,Valais,,,,,,46.2267245,7.3624332,OpenStreetMap / Overpass,node/8142032636,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Espace Provins, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
